,control,magnetisation,mag_se,beta_factor,gradient,samp_frac,snapshot_num
2,snapshot,-0.579198870935028,1.9240024865935366e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5872450814684606,1.1554892156188542e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,2.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,2.0
2,snapshot,-0.5824990467175986,1.2939365171800506e-05,8.0,1.0,1.0,2.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5844665607463998,2.1869637844649125e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5828062199986477,2.9908046599481813e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5827009465215334,1.2286446241159027e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5804628693124197,6.4731142451200015e-06,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5825327631667907,1.4975009169439444e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.586210337367318,1.172321018527351e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5836903792847001,7.695334232034768e-06,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.5853465282942331,1.3993211546974003e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.590485342437969,1.2076658568911282e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,3.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,3.0
2,snapshot,-0.58418342235143,1.4258490148630767e-05,8.0,1.0,1.0,3.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5867900818065039,8.418842410592643e-06,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5693476844026772,1.6404953112116304e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5876660266378203,1.0959761046466531e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5764342167534312,9.607947966299976e-06,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5851915827192211,1.1707099839882687e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5764204583868568,8.774424819549787e-06,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5837796633087688,1.5341309015460082e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5655021837603948,1.3905473547065064e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5910674058549118,1.2899408887475032e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,4.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,4.0
2,snapshot,-0.5825105672368333,1.277450006852882e-05,8.0,1.0,1.0,4.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5794744236359949,1.1443216326181442e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.582349151511054,1.2261847849500477e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5871352984923264,1.3513267219217193e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5759925292407545,9.587299024813924e-06,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.580260550334663,9.804371358735888e-06,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.58731317017105,2.2629545015135913e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5923441281860591,3.13398145022611e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5810881887634373,2.2353184371171516e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5815805625042256,2.335332260517484e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,5.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,5.0
2,snapshot,-0.5773285308633628,1.7116695275252976e-05,8.0,1.0,1.0,5.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5908044283686026,1.5526918263941763e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5782631938340883,1.2971811236135386e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5887136501926847,1.297973447050591e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5846688459198162,1.3198440712823638e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.576992150632141,1.2714884169608292e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5825029274558854,1.2301726520019368e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5825683523764452,1.2494860966779894e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5809167128659319,2.4505050492155768e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5836369346224055,1.9284805933501237e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,6.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,6.0
2,snapshot,-0.5848663646812251,1.6353092584437608e-05,8.0,1.0,1.0,6.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.588126563450747,1.8392573638627616e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5908664255290379,1.801419020249102e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5774784193090392,1.0841355765745793e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5841451490771414,9.458123612911873e-06,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5840528902711108,7.82643384669155e-06,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5810009803258738,8.100277421874944e-06,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.581605097694544,1.597516867459951e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.581673855723075,1.2886059995150041e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5851636873774593,1.1326712171169178e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,7.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,7.0
2,snapshot,-0.5755756743965925,1.2168404338564007e-05,8.0,1.0,1.0,7.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5786131093232372,1.2182674364497202e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5765390440132513,1.9024410798729583e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5838540125752147,6.50064379139924e-06,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5832245622337908,1.3546601722900202e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5831874450679467,2.0666070430895638e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5808727198972349,1.2755920004900725e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5869211277127984,8.489167013766431e-06,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5891004597390305,1.7143519906762124e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5830473193158002,7.328781394415796e-06,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,8.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,8.0
2,snapshot,-0.5767617132039753,1.7257555822506613e-05,8.0,1.0,1.0,8.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5870501926847407,8.222573867215431e-06,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5787472855114596,1.4995511603470647e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5776075654113988,3.522899372926736e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5771538165100399,1.0957978412883627e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5802685281590156,7.509353548282859e-06,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.5833617334865797,1.3473925108578155e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.585621533364884,1.4512738547722271e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.581005300520587,2.055441902664382e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.585105597998783,1.2309572905228071e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,9.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,9.0
2,snapshot,-0.584634068014333,1.2449205568360895e-05,8.0,1.0,1.0,9.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5816414441214253,2.0399500950901125e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5841954161314312,1.0006685093380423e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5847534514231628,1.1529133397361007e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5824377526874451,3.4400469244103605e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5803531742275709,2.1604198187400968e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5813935433709688,2.0892360235445748e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5879663443986208,1.0221178498690894e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5743369211006694,1.6218129583020983e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.576649151511054,1.274713582669663e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,10.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,10.0
2,snapshot,-0.5744090460415117,2.126481256618231e-05,8.0,1.0,1.0,10.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5837769657223988,1.2361052014770365e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.592572882158069,1.6908146789443273e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.582362389290785,1.3225604893330764e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5895020755865054,1.2706424614579444e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5787102427151646,1.6518105579235713e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5872561828138733,1.4990881317017829e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5846609897910892,1.584765127940611e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5786554255966466,2.7912301601003645e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5849251707119193,1.3748063855019375e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,11.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,11.0
2,snapshot,-0.5801464539246838,1.78517239845866e-05,8.0,1.0,1.0,11.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5907864715029411,9.704193289917542e-06,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5730231086471503,9.932462899476817e-06,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5821347305794065,1.2952609727199137e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5836693529849233,1.1149947467209694e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5850238523426409,1.8227844301856304e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5928076262592117,1.2706521847097234e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5809991616523561,9.0466850099726e-06,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5822389358393618,2.5590234686796395e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5844784598742478,1.0418250042889769e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,12.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,12.0
2,snapshot,-0.5843703603542694,1.109192132224349e-05,8.0,1.0,1.0,12.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5760888986545872,1.510213928556099e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5817631667906158,9.62860136654802e-06,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5760702251369076,2.172008691439499e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5756131904536543,9.58264993318817e-06,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5889898789804611,1.4776653574978989e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5752678858765465,1.1413638139864426e-05,8.0,1.0,1.0,13.0
0,no con,-0.609639666013116,9.89272810598293e-06,8.0,1.0,1.0,13.0
1,unif,-0.5725533229666688,3.078631499156743e-05,8.0,1.0,1.0,13.0
2,snapshot,-0.5841899127848015,1.1875607602369254e-05,8.0,1.0,1.0,13.0
